Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202
o081,o,Delayed or excessive hemorrhage following ectopic and molar pregnancy,"Pregnancy, childbirth and the puerperium",17.0,15.0,10.0
o2301,o,"Infections of kidney in pregnancy, first trimester","Pregnancy, childbirth and the puerperium",14.0,17.0,16.0
o26893,o,"Other specified pregnancy related conditions, third trimester","Pregnancy, childbirth and the puerperium",1533.0,1474.0,1642.0
o30043,o,"Twin pregnancy, dichorionic/diamniotic, third trimester","Pregnancy, childbirth and the puerperium",459.0,423.0,413.0
o318x31,o,"Other complications specific to multiple gestation, third trimester, fetus 1","Pregnancy, childbirth and the puerperium",,,12.0
o318x32,o,"Other complications specific to multiple gestation, third trimester, fetus 2","Pregnancy, childbirth and the puerperium",,10.0,17.0
o321xx2,o,"Maternal care for breech presentation, fetus 2","Pregnancy, childbirth and the puerperium",143.0,109.0,143.0
o3403,o,"Maternal care for unspecified congenital malformation of uterus, third trimester","Pregnancy, childbirth and the puerperium",168.0,139.0,148.0
o3413,o,"Maternal care for benign tumor of corpus uteri, third trimester","Pregnancy, childbirth and the puerperium",450.0,419.0,424.0
o34211,o,Maternal care for low transverse scar from previous cesarean delivery,"Pregnancy, childbirth and the puerperium",4382.0,4165.0,4800.0
o3463,o,"Maternal care for abnormality of vagina, third trimester","Pregnancy, childbirth and the puerperium",29.0,14.0,30.0
o358xx1,o,"Maternal care for other (suspected) fetal abnormality and damage, fetus 1","Pregnancy, childbirth and the puerperium",,,10.0
o358xx2,o,"Maternal care for other (suspected) fetal abnormality and damage, fetus 2","Pregnancy, childbirth and the puerperium",11.0,,10.0
o364xx0,o,"Maternal care for intrauterine death, not applicable or unspecified","Pregnancy, childbirth and the puerperium",174.0,157.0,172.0
o365931,o,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 1","Pregnancy, childbirth and the puerperium",47.0,45.0,38.0
o365932,o,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 2","Pregnancy, childbirth and the puerperium",28.0,38.0,36.0
o480,o,Post-term pregnancy,"Pregnancy, childbirth and the puerperium",3109.0,3193.0,3610.0
o6014x1,o,"Preterm labor third trimester with preterm delivery third trimester, fetus 1","Pregnancy, childbirth and the puerperium",34.0,27.0,30.0
o6014x2,o,"Preterm labor third trimester with preterm delivery third trimester, fetus 2","Pregnancy, childbirth and the puerperium",43.0,34.0,35.0
o9822,o,Gonorrhea complicating childbirth,"Pregnancy, childbirth and the puerperium",22.0,20.0,36.0
o9832,o,Other infections with a predominantly sexual mode of transmission complicating childbirth,"Pregnancy, childbirth and the puerperium",566.0,591.0,626.0
o9852,o,Other viral diseases complicating childbirth,"Pregnancy, childbirth and the puerperium",382.0,409.0,823.0
o98811,o,"Other maternal infectious and parasitic diseases complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",14.0,,16.0
o99011,o,"Anemia complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",66.0,43.0,65.0
o99012,o,"Anemia complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",126.0,128.0,132.0
o99281,o,"Endocrine, nutritional and metabolic diseases complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",86.0,83.0,102.0
o99282,o,"Endocrine, nutritional and metabolic diseases complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",142.0,148.0,169.0
o99321,o,"Drug use complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",65.0,49.0,56.0
o99322,o,"Drug use complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",78.0,87.0,82.0
o99323,o,"Drug use complicating pregnancy, third trimester","Pregnancy, childbirth and the puerperium",157.0,135.0,166.0
o99324,o,Drug use complicating childbirth,"Pregnancy, childbirth and the puerperium",1061.0,933.0,1048.0
o99325,o,Drug use complicating the puerperium,"Pregnancy, childbirth and the puerperium",66.0,51.0,74.0
o99331,o,"Smoking (tobacco) complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",52.0,58.0,53.0
o99332,o,"Smoking (tobacco) complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",72.0,89.0,65.0
o99333,o,"Smoking (tobacco) complicating pregnancy, third trimester","Pregnancy, childbirth and the puerperium",141.0,121.0,143.0
o99334,o,Smoking (tobacco) complicating childbirth,"Pregnancy, childbirth and the puerperium",1534.0,1175.0,1323.0
o99335,o,Smoking (tobacco) complicating the puerperium,"Pregnancy, childbirth and the puerperium",63.0,42.0,64.0
o99341,o,"Other mental disorders complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",74.0,52.0,65.0
o99345,o,Other mental disorders complicating the puerperium,"Pregnancy, childbirth and the puerperium",156.0,146.0,165.0
o99511,o,"Diseases of the respiratory system complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",36.0,48.0,39.0
o99611,o,"Diseases of the digestive system complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",45.0,47.0,55.0
o99834,o,Other infection carrier state complicating childbirth,"Pregnancy, childbirth and the puerperium",27.0,18.0,19.0
p0414,p,Newborn affected by maternal use of opiates,Certain conditions originating in the perinatal period,129.0,99.0,180.0
p0449,p,Newborn affected by maternal use of other drugs of addiction,Certain conditions originating in the perinatal period,546.0,500.0,565.0
p0701,p,"Extremely low birth weight newborn, less than 500 grams",Certain conditions originating in the perinatal period,30.0,37.0,36.0
p0702,p,"Extremely low birth weight newborn, 500-749 grams",Certain conditions originating in the perinatal period,59.0,61.0,81.0
p0703,p,"Extremely low birth weight newborn, 750-999 grams",Certain conditions originating in the perinatal period,88.0,96.0,95.0
p0718,p,"Other low birth weight newborn, 2000-2499 grams",Certain conditions originating in the perinatal period,999.0,894.0,993.0
p0721,p,"Extreme immaturity of newborn, gestational age less than 23 completed weeks",Certain conditions originating in the perinatal period,36.0,46.0,41.0
p0722,p,"Extreme immaturity of newborn, gestational age 23 completed weeks",Certain conditions originating in the perinatal period,22.0,25.0,32.0
p0723,p,"Extreme immaturity of newborn, gestational age 24 completed weeks",Certain conditions originating in the perinatal period,34.0,39.0,42.0
p0725,p,"Extreme immaturity of newborn, gestational age 26 completed weeks",Certain conditions originating in the perinatal period,67.0,48.0,55.0
p0737,p,"Preterm newborn, gestational age 34 completed weeks",Certain conditions originating in the perinatal period,544.0,505.0,572.0
p09,p,Abnormal findings on neonatal screening,Certain conditions originating in the perinatal period,205.0,192.0,177.0
p220,p,Respiratory distress syndrome of newborn,Certain conditions originating in the perinatal period,816.0,870.0,894.0
p284,p,Other apnea of newborn,Certain conditions originating in the perinatal period,1047.0,937.0,992.0
p2912,p,Neonatal bradycardia,Certain conditions originating in the perinatal period,462.0,423.0,470.0
p590,p,Neonatal jaundice associated with preterm delivery,Certain conditions originating in the perinatal period,1831.0,1583.0,1674.0
p612,p,Anemia of prematurity,Certain conditions originating in the perinatal period,641.0,579.0,660.0
p961,p,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Certain conditions originating in the perinatal period,420.0,361.0,485.0
q211,q,Atrial septal defect,Congenital and chromosomal abnormalities,2371.0,2205.0,2141.0
q250,q,Patent ductus arteriosus,Congenital and chromosomal abnormalities,793.0,703.0,725.0
q2545,q,Double aortic arch,Congenital and chromosomal abnormalities,13.0,10.0,15.0
q258,q,Other congenital malformations of other great arteries,Congenital and chromosomal abnormalities,15.0,12.0,10.0
q513,q,Bicornate uterus,Congenital and chromosomal abnormalities,125.0,93.0,111.0
q6601,q,"Congenital talipes equinovarus, right foot",Congenital and chromosomal abnormalities,10.0,34.0,42.0
q6602,q,"Congenital talipes equinovarus, left foot",Congenital and chromosomal abnormalities,,32.0,34.0
q676,q,Pectus excavatum,Congenital and chromosomal abnormalities,185.0,161.0,205.0
q9381,q,Velo-cardio-facial syndrome,Congenital and chromosomal abnormalities,21.0,15.0,17.0
r269,r,Unspecified abnormalities of gait and mobility,abnormal clinical findings,2644.0,2697.0,2366.0
r278,r,Other lack of coordination,abnormal clinical findings,288.0,234.0,456.0
r338,r,Other retention of urine,abnormal clinical findings,3521.0,3229.0,3082.0
r402110,r,"Coma scale, eyes open, never, unspecified time",abnormal clinical findings,17.0,22.0,19.0
r402111,r,"Coma scale, eyes open, never, in the field [EMT or ambulance]",abnormal clinical findings,66.0,70.0,63.0
r402112,r,"Coma scale, eyes open, never, at arrival to emergency department",abnormal clinical findings,375.0,354.0,344.0
r402113,r,"Coma scale, eyes open, never, at hospital admission",abnormal clinical findings,138.0,155.0,115.0
r402114,r,"Coma scale, eyes open, never, 24 hours or more after hospital admission",abnormal clinical findings,129.0,122.0,96.0
r402122,r,"Coma scale, eyes open, to pain, at arrival to emergency department",abnormal clinical findings,104.0,114.0,130.0
r402123,r,"Coma scale, eyes open, to pain, at hospital admission",abnormal clinical findings,123.0,100.0,76.0
r402124,r,"Coma scale, eyes open, to pain, 24 hours or more after hospital admission",abnormal clinical findings,127.0,116.0,84.0
r402131,r,"Coma scale, eyes open, to sound, in the field [EMT or ambulance]",abnormal clinical findings,16.0,10.0,12.0
r402140,r,"Coma scale, eyes open, spontaneous, unspecified time",abnormal clinical findings,,,53.0
r402141,r,"Coma scale, eyes open, spontaneous, in the field [EMT or ambulance]",abnormal clinical findings,84.0,60.0,66.0
r402142,r,"Coma scale, eyes open, spontaneous, at arrival to emergency department",abnormal clinical findings,962.0,796.0,797.0
r402143,r,"Coma scale, eyes open, spontaneous, at hospital admission",abnormal clinical findings,457.0,437.0,334.0
r402144,r,"Coma scale, eyes open, spontaneous, 24 hours or more after hospital admission",abnormal clinical findings,117.0,117.0,96.0
r402210,r,"Coma scale, best verbal response, none, unspecified time",abnormal clinical findings,28.0,29.0,46.0
r402211,r,"Coma scale, best verbal response, none, in the field [EMT or ambulance]",abnormal clinical findings,78.0,74.0,65.0
r402212,r,"Coma scale, best verbal response, none, at arrival to emergency department",abnormal clinical findings,460.0,433.0,430.0
r402213,r,"Coma scale, best verbal response, none, at hospital admission",abnormal clinical findings,254.0,257.0,192.0
r402214,r,"Coma scale, best verbal response, none, 24 hours or more after hospital admission",abnormal clinical findings,237.0,230.0,202.0
r402222,r,"Coma scale, best verbal response, incomprehensible words, at arrival to emergency department",abnormal clinical findings,121.0,136.0,115.0
r402223,r,"Coma scale, best verbal response, incomprehensible words, at hospital admission",abnormal clinical findings,104.0,93.0,56.0
r402224,r,"Coma scale, best verbal response, incomprehensible words, 24 hours or more after hospital admission",abnormal clinical findings,99.0,98.0,61.0
r402231,r,"Coma scale, best verbal response, inappropriate words, in the field [EMT or ambulance]",abnormal clinical findings,,,10.0
r402241,r,"Coma scale, best verbal response, confused conversation, in the field [EMT or ambulance]",abnormal clinical findings,27.0,22.0,22.0
r402243,r,"Coma scale, best verbal response, confused conversation, at hospital admission",abnormal clinical findings,106.0,124.0,97.0
r402244,r,"Coma scale, best verbal response, confused conversation, 24 hours or more after hospital admission",abnormal clinical findings,66.0,89.0,46.0
r402250,r,"Coma scale, best verbal response, oriented, unspecified time",abnormal clinical findings,,,38.0
r402251,r,"Coma scale, best verbal response, oriented, in the field [EMT or ambulance]",abnormal clinical findings,53.0,32.0,43.0
r402252,r,"Coma scale, best verbal response, oriented, at arrival to emergency department",abnormal clinical findings,716.0,555.0,555.0
r402253,r,"Coma scale, best verbal response, oriented, at hospital admission",abnormal clinical findings,348.0,271.0,241.0
r402254,r,"Coma scale, best verbal response, oriented, 24 hours or more after hospital admission",abnormal clinical findings,76.0,54.0,25.0
r402310,r,"Coma scale, best motor response, none, unspecified time",abnormal clinical findings,,19.0,17.0
r402311,r,"Coma scale, best motor response, none, in the field [EMT or ambulance]",abnormal clinical findings,54.0,55.0,47.0
r402312,r,"Coma scale, best motor response, none, at arrival to emergency department",abnormal clinical findings,244.0,234.0,225.0
r402313,r,"Coma scale, best motor response, none, at hospital admission",abnormal clinical findings,68.0,76.0,72.0
r402314,r,"Coma scale, best motor response, none, 24 hours or more after hospital admission",abnormal clinical findings,77.0,79.0,83.0
r402342,r,"Coma scale, best motor response, flexion withdrawal, at arrival to emergency department",abnormal clinical findings,130.0,129.0,115.0
r402343,r,"Coma scale, best motor response, flexion withdrawal, at hospital admission",abnormal clinical findings,94.0,71.0,56.0
r402344,r,"Coma scale, best motor response, flexion withdrawal, 24 hours or more after hospital admission",abnormal clinical findings,87.0,77.0,56.0
r402351,r,"Coma scale, best motor response, localizes pain, in the field [EMT or ambulance]",abnormal clinical findings,21.0,17.0,20.0
r402352,r,"Coma scale, best motor response, localizes pain, at arrival to emergency department",abnormal clinical findings,165.0,195.0,175.0
r402353,r,"Coma scale, best motor response, localizes pain, at hospital admission",abnormal clinical findings,148.0,134.0,86.0
r402354,r,"Coma scale, best motor response, localizes pain, 24 hours or more after hospital admission",abnormal clinical findings,126.0,116.0,69.0
r402360,r,"Coma scale, best motor response, obeys commands, unspecified time",abnormal clinical findings,,,53.0
r402361,r,"Coma scale, best motor response, obeys commands, in the field [EMT or ambulance]",abnormal clinical findings,75.0,45.0,61.0
r402362,r,"Coma scale, best motor response, obeys commands, at arrival to emergency department",abnormal clinical findings,923.0,735.0,763.0
r402363,r,"Coma scale, best motor response, obeys commands, at hospital admission",abnormal clinical findings,460.0,407.0,337.0
r402364,r,"Coma scale, best motor response, obeys commands, 24 hours or more after hospital admission",abnormal clinical findings,122.0,126.0,89.0
r41840,r,Attention and concentration deficit,abnormal clinical findings,122.0,161.0,195.0
r41844,r,Frontal lobe and executive function deficit,abnormal clinical findings,136.0,120.0,157.0
r419,r,Unspecified symptoms and signs involving cognitive functions and awareness,abnormal clinical findings,454.0,498.0,573.0
r45851,r,Suicidal ideations,abnormal clinical findings,23957.0,21687.0,22034.0
r5081,r,Fever presenting with conditions classified elsewhere,abnormal clinical findings,1359.0,1170.0,1128.0
r6889,r,Other general symptoms and signs,abnormal clinical findings,739.0,821.0,727.0
r94120,r,Abnormal auditory function study,abnormal clinical findings,259.0,291.0,357.0
s0231xa,s,"Fracture of orbital floor, right side, initial encounter for closed fracture",Injury or poisoning,144.0,151.0,135.0
s0231xb,s,"Fracture of orbital floor, right side, initial encounter for open fracture",Injury or poisoning,,13.0,10.0
s0231xd,s,"Fracture of orbital floor, right side, subsequent encounter for fracture with routine healing",Injury or poisoning,15.0,18.0,12.0
s0232xb,s,"Fracture of orbital floor, left side, initial encounter for open fracture",Injury or poisoning,,11.0,12.0
s0240ca,s,"Maxillary fracture, right side, initial encounter for closed fracture",Injury or poisoning,149.0,140.0,119.0
s0240cb,s,"Maxillary fracture, right side, initial encounter for open fracture",Injury or poisoning,12.0,,10.0
s0240cd,s,"Maxillary fracture, right side, subsequent encounter for fracture with routine healing",Injury or poisoning,16.0,20.0,20.0
s0240da,s,"Maxillary fracture, left side, initial encounter for closed fracture",Injury or poisoning,153.0,143.0,140.0
s0240db,s,"Maxillary fracture, left side, initial encounter for open fracture",Injury or poisoning,,12.0,15.0
s0240dd,s,"Maxillary fracture, left side, subsequent encounter for fracture with routine healing",Injury or poisoning,12.0,12.0,15.0
s0240ea,s,"Zygomatic fracture, right side, initial encounter for closed fracture",Injury or poisoning,128.0,119.0,92.0
s0240fa,s,"Zygomatic fracture, left side, initial encounter for closed fracture",Injury or poisoning,122.0,118.0,114.0
s0240fb,s,"Zygomatic fracture, left side, initial encounter for open fracture",Injury or poisoning,,,15.0
s0240fd,s,"Zygomatic fracture, left side, subsequent encounter for fracture with routine healing",Injury or poisoning,11.0,10.0,18.0
s02611a,s,"Fracture of condylar process of right mandible, initial encounter for closed fracture",Injury or poisoning,47.0,27.0,28.0
s02612a,s,"Fracture of condylar process of left mandible, initial encounter for closed fracture",Injury or poisoning,44.0,18.0,29.0
s02841a,s,"Fracture of lateral orbital wall, right side, initial encounter for closed fracture",Injury or poisoning,29.0,53.0,48.0
s02842b,s,"Fracture of lateral orbital wall, left side, initial encounter for open fracture",Injury or poisoning,,,14.0
s0511xd,s,"Contusion of eyeball and orbital tissues, right eye, subsequent encounter",Injury or poisoning,,,10.0
s0512xd,s,"Contusion of eyeball and orbital tissues, left eye, subsequent encounter",Injury or poisoning,11.0,10.0,10.0
s061x1a,s,"Traumatic cerebral edema with loss of consciousness of 30 minutes or less, initial encounter",Injury or poisoning,19.0,16.0,26.0
s061x7a,s,"Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",Injury or poisoning,19.0,25.0,32.0
s06349d,s,"Traumatic hemorrhage of right cerebrum with loss of consciousness of unspecified duration, subsequent encounter",Injury or poisoning,,,12.0
s06359d,s,"Traumatic hemorrhage of left cerebrum with loss of consciousness of unspecified duration, subsequent encounter",Injury or poisoning,,,19.0
s064x1a,s,"Epidural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",Injury or poisoning,17.0,24.0,25.0
s065x1a,s,"Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",Injury or poisoning,147.0,144.0,132.0
s065x7a,s,"Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to brain injury before regaining consciousness, initial encounter",Injury or poisoning,46.0,37.0,39.0
s065x9a,s,"Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, initial encounter",Injury or poisoning,859.0,850.0,914.0
s065x9d,s,"Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, subsequent encounter",Injury or poisoning,189.0,191.0,199.0
s066x1a,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",Injury or poisoning,139.0,154.0,147.0
s066x7a,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",Injury or poisoning,45.0,42.0,35.0
s066x9a,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, initial encounter",Injury or poisoning,546.0,562.0,590.0
s066x9d,s,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, subsequent encounter",Injury or poisoning,131.0,108.0,130.0
s12200d,s,"Unspecified displaced fracture of third cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,,16.0,14.0
s12300d,s,"Unspecified displaced fracture of fourth cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,20.0,14.0,22.0
s12301a,s,"Unspecified nondisplaced fracture of fourth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,10.0,10.0,10.0
s12400a,s,"Unspecified displaced fracture of fifth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,92.0,57.0,90.0
s12400d,s,"Unspecified displaced fracture of fifth cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,18.0,26.0,27.0
s12401a,s,"Unspecified nondisplaced fracture of fifth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,22.0,10.0,14.0
s12490a,s,"Other displaced fracture of fifth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,21.0,,20.0
s12490d,s,"Other displaced fracture of fifth cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,10.0,,14.0
s12500a,s,"Unspecified displaced fracture of sixth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,113.0,111.0,140.0
s12500d,s,"Unspecified displaced fracture of sixth cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,32.0,31.0,36.0
s12590a,s,"Other displaced fracture of sixth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,43.0,20.0,28.0
s12590d,s,"Other displaced fracture of sixth cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,16.0,10.0,11.0
s12591a,s,"Other nondisplaced fracture of sixth cervical vertebra, initial encounter for closed fracture",Injury or poisoning,,11.0,10.0
s12600a,s,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for closed fracture",Injury or poisoning,119.0,124.0,155.0
s12600d,s,"Unspecified displaced fracture of seventh cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,38.0,44.0,40.0
s12690a,s,"Other displaced fracture of seventh cervical vertebra, initial encounter for closed fracture",Injury or poisoning,36.0,23.0,33.0
s12690d,s,"Other displaced fracture of seventh cervical vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,11.0,13.0,19.0
s12691a,s,"Other nondisplaced fracture of seventh cervical vertebra, initial encounter for closed fracture",Injury or poisoning,12.0,10.0,15.0
s22018a,s,"Other fracture of first thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,23.0,21.0,25.0
s22018d,s,"Other fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,11.0,,13.0
s22019a,s,"Unspecified fracture of first thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,79.0,77.0,100.0
s22019d,s,"Unspecified fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,17.0,30.0,20.0
s22020a,s,"Wedge compression fracture of second thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,20.0,11.0,11.0
s22028a,s,"Other fracture of second thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,22.0,17.0,29.0
s22029a,s,"Unspecified fracture of second thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,62.0,53.0,80.0
s22030a,s,"Wedge compression fracture of third thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,26.0,15.0,16.0
s22038a,s,"Other fracture of third thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,24.0,18.0,29.0
s22039a,s,"Unspecified fracture of third thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,59.0,57.0,65.0
s22039d,s,"Unspecified fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,18.0,19.0,16.0
s22040a,s,"Wedge compression fracture of fourth thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,20.0,15.0,10.0
s22048a,s,"Other fracture of fourth thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,17.0,14.0,29.0
s22049a,s,"Unspecified fracture of fourth thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,52.0,63.0,72.0
s22049d,s,"Unspecified fracture of fourth thoracic vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,19.0,24.0,16.0
s22050a,s,"Wedge compression fracture of T5-T6 vertebra, initial encounter for closed fracture",Injury or poisoning,22.0,32.0,26.0
s22058a,s,"Other fracture of T5-T6 vertebra, initial encounter for closed fracture",Injury or poisoning,34.0,26.0,40.0
s22059d,s,"Unspecified fracture of T5-T6 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,23.0,26.0,24.0
s22060a,s,"Wedge compression fracture of T7-T8 vertebra, initial encounter for closed fracture",Injury or poisoning,26.0,34.0,41.0
s22068a,s,"Other fracture of T7-T8 thoracic vertebra, initial encounter for closed fracture",Injury or poisoning,32.0,32.0,42.0
s22069a,s,"Unspecified fracture of T7-T8 vertebra, initial encounter for closed fracture",Injury or poisoning,89.0,97.0,133.0
s22069d,s,"Unspecified fracture of T7-T8 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,29.0,34.0,34.0
s22078a,s,"Other fracture of T9-T10 vertebra, initial encounter for closed fracture",Injury or poisoning,38.0,39.0,49.0
s22079a,s,"Unspecified fracture of T9-T10 vertebra, initial encounter for closed fracture",Injury or poisoning,109.0,86.0,107.0
s22079d,s,"Unspecified fracture of T9-T10 vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,29.0,21.0,25.0
s22088a,s,"Other fracture of T11-T12 vertebra, initial encounter for closed fracture",Injury or poisoning,63.0,51.0,56.0
s31813a,s,"Puncture wound without foreign body of right buttock, initial encounter",Injury or poisoning,,,10.0
s31819a,s,"Unspecified open wound of right buttock, initial encounter",Injury or poisoning,13.0,,15.0
s31823a,s,"Puncture wound without foreign body of left buttock, initial encounter",Injury or poisoning,,12.0,11.0
s31829a,s,"Unspecified open wound of left buttock, initial encounter",Injury or poisoning,12.0,,14.0
s32011d,s,"Stable burst fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,15.0,12.0,12.0
s32018a,s,"Other fracture of first lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,71.0,84.0,95.0
s32018d,s,"Other fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,25.0,34.0,34.0
s32019a,s,"Unspecified fracture of first lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,253.0,261.0,278.0
s32019d,s,"Unspecified fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,63.0,78.0,62.0
s32028a,s,"Other fracture of second lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,70.0,62.0,80.0
s32028d,s,"Other fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,15.0,22.0,30.0
s32029a,s,"Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,218.0,246.0,240.0
s32029d,s,"Unspecified fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,66.0,61.0,47.0
s32038a,s,"Other fracture of third lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,57.0,52.0,76.0
s32038d,s,"Other fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,,22.0,21.0
s32039a,s,"Unspecified fracture of third lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,181.0,200.0,211.0
s32039d,s,"Unspecified fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,49.0,50.0,38.0
s32040a,s,"Wedge compression fracture of fourth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,18.0,16.0,16.0
s32048a,s,"Other fracture of fourth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,51.0,54.0,73.0
s32048d,s,"Other fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,,13.0,21.0
s32049a,s,"Unspecified fracture of fourth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,149.0,169.0,166.0
s32049d,s,"Unspecified fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,40.0,47.0,40.0
s32050a,s,"Wedge compression fracture of fifth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,16.0,,14.0
s32058a,s,"Other fracture of fifth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,41.0,35.0,52.0
s32058d,s,"Other fracture of fifth lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,,,15.0
s32059a,s,"Unspecified fracture of fifth lumbar vertebra, initial encounter for closed fracture",Injury or poisoning,132.0,109.0,112.0
s32059d,s,"Unspecified fracture of fifth lumbar vertebra, subsequent encounter for fracture with routine healing",Injury or poisoning,34.0,29.0,32.0
s32421a,s,"Displaced fracture of posterior wall of right acetabulum, initial encounter for closed fracture",Injury or poisoning,18.0,20.0,34.0
s32431a,s,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture",Injury or poisoning,33.0,29.0,34.0
s32432a,s,"Displaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for closed fracture",Injury or poisoning,39.0,32.0,27.0
s32441a,s,"Displaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for closed fracture",Injury or poisoning,12.0,14.0,21.0
s32442a,s,"Displaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for closed fracture",Injury or poisoning,14.0,14.0,13.0
s332xxa,s,"Dislocation of sacroiliac and sacrococcygeal joint, initial encounter",Injury or poisoning,19.0,21.0,20.0
s334xxa,s,"Traumatic rupture of symphysis pubis, initial encounter",Injury or poisoning,,12.0,15.0
s40021d,s,"Contusion of right upper arm, subsequent encounter",Injury or poisoning,13.0,14.0,12.0
s40022d,s,"Contusion of left upper arm, subsequent encounter",Injury or poisoning,13.0,12.0,13.0
s40811a,s,"Abrasion of right upper arm, initial encounter",Injury or poisoning,108.0,100.0,132.0
s40811d,s,"Abrasion of right upper arm, subsequent encounter",Injury or poisoning,16.0,11.0,21.0
