"Id","alphabet","Description","Category","Prevalence_20192","Prevalence_20201","Prevalence_20202"
"e859","e","Amyloidosis, unspecified","Endocrine, nutritional and metabolic diseases",42,52,49
"e860","e","Dehydration","Endocrine, nutritional and metabolic diseases",28636,27063,26352
"e861","e","Hypovolemia","Endocrine, nutritional and metabolic diseases",5009,5167,5584
"e869","e","Volume depletion, unspecified","Endocrine, nutritional and metabolic diseases",2063,2013,2020
"e870","e","Hyperosmolality and hypernatremia","Endocrine, nutritional and metabolic diseases",5381,5897,7351
"e871","e","Hypo-osmolality and hyponatremia","Endocrine, nutritional and metabolic diseases",29894,33888,39169
"e872","e","Acidosis","Endocrine, nutritional and metabolic diseases",28250,29443,32866
"e873","e","Alkalosis","Endocrine, nutritional and metabolic diseases",2524,2586,2917
"e874","e","Mixed disorder of acid-base balance","Endocrine, nutritional and metabolic diseases",2117,2388,2818
"e875","e","Hyperkalemia","Endocrine, nutritional and metabolic diseases",12747,13477,14755
"e876","e","Hypokalemia","Endocrine, nutritional and metabolic diseases",39187,38932,42711
"e8770","e","Fluid overload, unspecified","Endocrine, nutritional and metabolic diseases",5127,5305,5154
"e8771","e","Transfusion associated circulatory overload","Endocrine, nutritional and metabolic diseases",27,26,18
"e8779","e","Other fluid overload","Endocrine, nutritional and metabolic diseases",306,311,334
"e878","e","Other disorders of electrolyte and fluid balance, not elsewhere classified","Endocrine, nutritional and metabolic diseases",2555,2575,3117
"e8801","e","Alpha-1-antitrypsin deficiency","Endocrine, nutritional and metabolic diseases",112,147,109
"e8809","e","Other disorders of plasma-protein metabolism, not elsewhere classified","Endocrine, nutritional and metabolic diseases",2218,2309,3177
"e881","e","Lipodystrophy, not elsewhere classified","Endocrine, nutritional and metabolic diseases",14,11,18
"e882","e","Lipomatosis, not elsewhere classified","Endocrine, nutritional and metabolic diseases",42,35,42
"e883","e","Tumor lysis syndrome","Endocrine, nutritional and metabolic diseases",196,154,210
"e8840","e","Mitochondrial metabolism disorder, unspecified","Endocrine, nutritional and metabolic diseases",25,25,24
"e8841","e","MELAS syndrome","Endocrine, nutritional and metabolic diseases",13,,
"e8849","e","Other mitochondrial metabolism disorders","Endocrine, nutritional and metabolic diseases",,,13
"e8881","e","Metabolic syndrome","Endocrine, nutritional and metabolic diseases",325,326,384
"e8889","e","Other specified metabolic disorders","Endocrine, nutritional and metabolic diseases",194,211,234
"e889","e","Metabolic disorder, unspecified","Endocrine, nutritional and metabolic diseases",24,12,15
"e890","e","Postprocedural hypothyroidism","Endocrine, nutritional and metabolic diseases",2309,2032,2473
"e891","e","Postprocedural hypoinsulinemia","Endocrine, nutritional and metabolic diseases",37,30,36
"e892","e","Postprocedural hypoparathyroidism","Endocrine, nutritional and metabolic diseases",117,84,77
"e893","e","Postprocedural hypopituitarism","Endocrine, nutritional and metabolic diseases",21,16,16
"e896","e","Postprocedural adrenocortical (-medullary) hypofunction","Endocrine, nutritional and metabolic diseases",28,18,35
"f0150","f","Vascular dementia without behavioral disturbance","Mental and behavioural disorders",684,702,646
"f0151","f","Vascular dementia with behavioral disturbance","Mental and behavioural disorders",224,171,272
"f0280","f","Dementia in other diseases classified elsewhere without behavioral disturbance","Mental and behavioural disorders",3520,3475,3371
"f0281","f","Dementia in other diseases classified elsewhere with behavioral disturbance","Mental and behavioural disorders",680,657,705
"f0390","f","Unspecified dementia without behavioral disturbance","Mental and behavioural disorders",9558,9506,9870
"f0391","f","Unspecified dementia with behavioral disturbance","Mental and behavioural disorders",691,755,858
"f04","f","Amnestic disorder due to known physiological condition","Mental and behavioural disorders",25,19,18
"f05","f","Delirium due to known physiological condition","Mental and behavioural disorders",2301,2172,2399
"f060","f","Psychotic disorder with hallucinations due to known physiological condition","Mental and behavioural disorders",,10,27
"f061","f","Catatonic disorder due to known physiological condition","Mental and behavioural disorders",79,79,68
"f062","f","Psychotic disorder with delusions due to known physiological condition","Mental and behavioural disorders",12,11,11
"f0630","f","Mood disorder due to known physiological condition, unspecified","Mental and behavioural disorders",59,38,41
"f0631","f","Mood disorder due to known physiological condition with depressive features","Mental and behavioural disorders",50,35,30
"f0632","f","Mood disorder due to known physiological condition with major depressive-like episode","Mental and behavioural disorders",,11,10
"f0634","f","Mood disorder due to known physiological condition with mixed features","Mental and behavioural disorders",,10,
"f064","f","Anxiety disorder due to known physiological condition","Mental and behavioural disorders",220,197,229
"f068","f","Other specified mental disorders due to known physiological condition","Mental and behavioural disorders",55,49,42
"f070","f","Personality change due to known physiological condition","Mental and behavioural disorders",15,32,19
"f0781","f","Postconcussional syndrome","Mental and behavioural disorders",212,159,193
"f09","f","Unspecified mental disorder due to known physiological condition","Mental and behavioural disorders",285,261,297
"f1010","f","Alcohol abuse, uncomplicated","Mental and behavioural disorders",6945,7028,7745
"f1011","f","Alcohol abuse, in remission","Mental and behavioural disorders",855,846,790
"f10120","f","Alcohol abuse with intoxication, uncomplicated","Mental and behavioural disorders",144,181,157
"f10121","f","Alcohol abuse with intoxication delirium","Mental and behavioural disorders",42,34,44
"f10129","f","Alcohol abuse with intoxication, unspecified","Mental and behavioural disorders",1441,1397,1406
"f10130","f","Alcohol abuse with withdrawal, uncomplicated","Mental and behavioural disorders",,,63
"f10131","f","Alcohol abuse with withdrawal delirium","Mental and behavioural disorders",,,73
"f10139","f","Alcohol abuse with withdrawal, unspecified","Mental and behavioural disorders",,,312
"f1014","f","Alcohol abuse with alcohol-induced mood disorder","Mental and behavioural disorders",47,47,23
"f10180","f","Alcohol abuse with alcohol-induced anxiety disorder","Mental and behavioural disorders",,17,17
"f10188","f","Alcohol abuse with other alcohol-induced disorder","Mental and behavioural disorders",118,141,77
"f1019","f","Alcohol abuse with unspecified alcohol-induced disorder","Mental and behavioural disorders",15,15,19
"f1020","f","Alcohol dependence, uncomplicated","Mental and behavioural disorders",5889,5605,5998
"f1021","f","Alcohol dependence, in remission","Mental and behavioural disorders",1325,1183,1069
"f10220","f","Alcohol dependence with intoxication, uncomplicated","Mental and behavioural disorders",141,156,178
"f10221","f","Alcohol dependence with intoxication delirium","Mental and behavioural disorders",84,51,76
"f10229","f","Alcohol dependence with intoxication, unspecified","Mental and behavioural disorders",1678,1522,1656
"f10230","f","Alcohol dependence with withdrawal, uncomplicated","Mental and behavioural disorders",554,683,853
"f10231","f","Alcohol dependence with withdrawal delirium","Mental and behavioural disorders",1039,936,1040
"f10232","f","Alcohol dependence with withdrawal with perceptual disturbance","Mental and behavioural disorders",113,94,121
"f10239","f","Alcohol dependence with withdrawal, unspecified","Mental and behavioural disorders",5892,6071,6273
"f1024","f","Alcohol dependence with alcohol-induced mood disorder","Mental and behavioural disorders",130,149,177
"f10251","f","Alcohol dependence with alcohol-induced psychotic disorder with hallucinations","Mental and behavioural disorders",23,28,38
"f10259","f","Alcohol dependence with alcohol-induced psychotic disorder, unspecified","Mental and behavioural disorders",16,19,12
"f1026","f","Alcohol dependence with alcohol-induced persisting amnestic disorder","Mental and behavioural disorders",23,21,27
"f1027","f","Alcohol dependence with alcohol-induced persisting dementia","Mental and behavioural disorders",68,63,70
"f10280","f","Alcohol dependence with alcohol-induced anxiety disorder","Mental and behavioural disorders",40,39,59
"f10282","f","Alcohol dependence with alcohol-induced sleep disorder","Mental and behavioural disorders",19,,
"f10288","f","Alcohol dependence with other alcohol-induced disorder","Mental and behavioural disorders",142,207,96
"f1029","f","Alcohol dependence with unspecified alcohol-induced disorder","Mental and behavioural disorders",16,22,41
"f10920","f","Alcohol use, unspecified with intoxication, uncomplicated","Mental and behavioural disorders",19,12,15
"f10929","f","Alcohol use, unspecified with intoxication, unspecified","Mental and behavioural disorders",91,78,77
"f10939","f","Alcohol use, unspecified with withdrawal, unspecified","Mental and behavioural disorders",,,29
"f1094","f","Alcohol use, unspecified with alcohol-induced mood disorder","Mental and behavioural disorders",10,19,12
"f1097","f","Alcohol use, unspecified with alcohol-induced persisting dementia","Mental and behavioural disorders",20,18,16
"f10988","f","Alcohol use, unspecified with other alcohol-induced disorder","Mental and behavioural disorders",26,20,17
"f1099","f","Alcohol use, unspecified with unspecified alcohol-induced disorder","Mental and behavioural disorders",43,53,51
"f1110","f","Opioid abuse, uncomplicated","Mental and behavioural disorders",2175,2122,2277
"f1111","f","Opioid abuse, in remission","Mental and behavioural disorders",231,230,172
"f11120","f","Opioid abuse with intoxication, uncomplicated","Mental and behavioural disorders",14,13,10
"f11121","f","Opioid abuse with intoxication delirium","Mental and behavioural disorders",,10,
"f11129","f","Opioid abuse with intoxication, unspecified","Mental and behavioural disorders",37,50,37
"f1113","f","Opioid abuse with withdrawal","Mental and behavioural disorders",,,135
"f1114","f","Opioid abuse with opioid-induced mood disorder","Mental and behavioural disorders",24,17,
"f11188","f","Opioid abuse with other opioid-induced disorder","Mental and behavioural disorders",14,,10
"f1119","f","Opioid abuse with unspecified opioid-induced disorder","Mental and behavioural disorders",10,,
"f1120","f","Opioid dependence, uncomplicated","Mental and behavioural disorders",7490,6772,6720
"f1121","f","Opioid dependence, in remission","Mental and behavioural disorders",316,257,247
"f11229","f","Opioid dependence with intoxication, unspecified","Mental and behavioural disorders",30,29,34
"f1123","f","Opioid dependence with withdrawal","Mental and behavioural disorders",4430,4251,5234
"f1124","f","Opioid dependence with opioid-induced mood disorder","Mental and behavioural disorders",58,30,59
"f11259","f","Opioid dependence with opioid-induced psychotic disorder, unspecified","Mental and behavioural disorders",15,,18
"f11288","f","Opioid dependence with other opioid-induced disorder","Mental and behavioural disorders",30,22,12
"f1129","f","Opioid dependence with unspecified opioid-induced disorder","Mental and behavioural disorders",74,70,85
"f1190","f","Opioid use, unspecified, uncomplicated","Mental and behavioural disorders",744,654,622
"f11921","f","Opioid use, unspecified with intoxication delirium","Mental and behavioural disorders",,10,11
"f1193","f","Opioid use, unspecified with withdrawal","Mental and behavioural disorders",10,34,58
"f1199","f","Opioid use, unspecified with unspecified opioid-induced disorder","Mental and behavioural disorders",48,52,68
"f1210","f","Cannabis abuse, uncomplicated","Mental and behavioural disorders",4241,4386,4909
"f1211","f","Cannabis abuse, in remission","Mental and behavioural disorders",147,119,139
"f12129","f","Cannabis abuse with intoxication, unspecified","Mental and behavioural disorders",16,16,20
"f12159","f","Cannabis abuse with psychotic disorder, unspecified","Mental and behavioural disorders",30,11,20
"f12188","f","Cannabis abuse with other cannabis-induced disorder","Mental and behavioural disorders",41,52,43
"f1219","f","Cannabis abuse with unspecified cannabis-induced disorder","Mental and behavioural disorders",,18,
"f1220","f","Cannabis dependence, uncomplicated","Mental and behavioural disorders",2049,2182,2522
"f1221","f","Cannabis dependence, in remission","Mental and behavioural disorders",155,96,91
"f12229","f","Cannabis dependence with intoxication, unspecified","Mental and behavioural disorders",,34,
"f1223","f","Cannabis dependence with withdrawal","Mental and behavioural disorders",18,21,32
"f12259","f","Cannabis dependence with psychotic disorder, unspecified","Mental and behavioural disorders",,17,12
"f12288","f","Cannabis dependence with other cannabis-induced disorder","Mental and behavioural disorders",19,14,
"f1229","f","Cannabis dependence with unspecified cannabis-induced disorder","Mental and behavioural disorders",13,18,
"f1290","f","Cannabis use, unspecified, uncomplicated","Mental and behavioural disorders",5656,5562,5222
"f12929","f","Cannabis use, unspecified with intoxication, unspecified","Mental and behavioural disorders",23,28,22
"f12980","f","Cannabis use, unspecified with anxiety disorder","Mental and behavioural disorders",13,,14
"f12988","f","Cannabis use, unspecified with other cannabis-induced disorder","Mental and behavioural disorders",46,40,37
"f1299","f","Cannabis use, unspecified with unspecified cannabis-induced disorder","Mental and behavioural disorders",62,101,64
"f1310","f","Sedative, hypnotic or anxiolytic abuse, uncomplicated","Mental and behavioural disorders",417,402,579
"f1311","f","Sedative, hypnotic or anxiolytic abuse, in remission","Mental and behavioural disorders",12,27,12
"f13129","f","Sedative, hypnotic or anxiolytic abuse with intoxication, unspecified","Mental and behavioural disorders",,15,
"f1320","f","Sedative, hypnotic or anxiolytic dependence, uncomplicated","Mental and behavioural disorders",581,598,596
"f1321","f","Sedative, hypnotic or anxiolytic dependence, in remission","Mental and behavioural disorders",26,19,29
"f13230","f","Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated","Mental and behavioural disorders",105,163,226
"f13231","f","Sedative, hypnotic or anxiolytic dependence with withdrawal delirium","Mental and behavioural disorders",10,11,17
"f13239","f","Sedative, hypnotic or anxiolytic dependence with withdrawal, unspecified","Mental and behavioural disorders",353,366,449
"f1329","f","Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder","Mental and behavioural disorders",12,,
"f1390","f","Sedative, hypnotic, or anxiolytic use, unspecified, uncomplicated","Mental and behavioural disorders",80,106,98
"f13939","f","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified","Mental and behavioural disorders",,,18
"f1410","f","Cocaine abuse, uncomplicated","Mental and behavioural disorders",1166,1307,1286
"f1411","f","Cocaine abuse, in remission","Mental and behavioural disorders",152,161,138
"f14129","f","Cocaine abuse with intoxication, unspecified","Mental and behavioural disorders",35,39,42
"f14188","f","Cocaine abuse with other cocaine-induced disorder","Mental and behavioural disorders",13,,
"f1419","f","Cocaine abuse with unspecified cocaine-induced disorder","Mental and behavioural disorders",17,12,
"f1420","f","Cocaine dependence, uncomplicated","Mental and behavioural disorders",260,301,256
"f1421","f","Cocaine dependence, in remission","Mental and behavioural disorders",71,73,45
"f14229","f","Cocaine dependence with intoxication, unspecified","Mental and behavioural disorders",,10,
"f1423","f","Cocaine dependence with withdrawal","Mental and behavioural disorders",30,43,44
"f1490","f","Cocaine use, unspecified, uncomplicated","Mental and behavioural disorders",460,431,367
"f1510","f","Other stimulant abuse, uncomplicated","Mental and behavioural disorders",7140,7217,7856
"f1511","f","Other stimulant abuse, in remission","Mental and behavioural disorders",503,488,417
"f15120","f","Other stimulant abuse with intoxication, uncomplicated","Mental and behavioural disorders",29,22,12
"f15121","f","Other stimulant abuse with intoxication delirium","Mental and behavioural disorders",25,30,19
"f15129","f","Other stimulant abuse with intoxication, unspecified","Mental and behavioural disorders",228,212,247
"f1513","f","Other stimulant abuse with withdrawal","Mental and behavioural disorders",,,55
"f1514","f","Other stimulant abuse with stimulant-induced mood disorder","Mental and behavioural disorders",69,98,61
"f15150","f","Other stimulant abuse with stimulant-induced psychotic disorder with delusions","Mental and behavioural disorders",11,,13
"f15151","f","Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations","Mental and behavioural disorders",23,24,17
"f15159","f","Other stimulant abuse with stimulant-induced psychotic disorder, unspecified","Mental and behavioural disorders",98,94,116
"f15188","f","Other stimulant abuse with other stimulant-induced disorder","Mental and behavioural disorders",45,46,48
"f1519","f","Other stimulant abuse with unspecified stimulant-induced disorder","Mental and behavioural disorders",21,21,14
"f1520","f","Other stimulant dependence, uncomplicated","Mental and behavioural disorders",3650,3697,3853
"f1521","f","Other stimulant dependence, in remission","Mental and behavioural disorders",331,267,248
"f15220","f","Other stimulant dependence with intoxication, uncomplicated","Mental and behavioural disorders",,12,
"f15229","f","Other stimulant dependence with intoxication, unspecified","Mental and behavioural disorders",43,74,32
"f1523","f","Other stimulant dependence with withdrawal","Mental and behavioural disorders",687,867,1079
"f1524","f","Other stimulant dependence with stimulant-induced mood disorder","Mental and behavioural disorders",40,42,70
"f15250","f","Other stimulant dependence with stimulant-induced psychotic disorder with delusions","Mental and behavioural disorders",,12,
"f15251","f","Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations","Mental and behavioural disorders",33,32,22
"f15259","f","Other stimulant dependence with stimulant-induced psychotic disorder, unspecified","Mental and behavioural disorders",238,206,162
"f15288","f","Other stimulant dependence with other stimulant-induced disorder","Mental and behavioural disorders",11,14,
"f1529","f","Other stimulant dependence with unspecified stimulant-induced disorder","Mental and behavioural disorders",28,26,41
"f1590","f","Other stimulant use, unspecified, uncomplicated","Mental and behavioural disorders",1765,1708,1632
"f15929","f","Other stimulant use, unspecified with intoxication, unspecified","Mental and behavioural disorders",27,24,19
"f1593","f","Other stimulant use, unspecified with withdrawal","Mental and behavioural disorders",61,88,80
"f1594","f","Other stimulant use, unspecified with stimulant-induced mood disorder","Mental and behavioural disorders",16,24,17
"f15959","f","Other stimulant use, unspecified with stimulant-induced psychotic disorder, unspecified","Mental and behavioural disorders",54,54,40
"f1599","f","Other stimulant use, unspecified with unspecified stimulant-induced disorder","Mental and behavioural disorders",75,91,113
"f1610","f","Hallucinogen abuse, uncomplicated","Mental and behavioural disorders",124,171,262
"f1611","f","Hallucinogen abuse, in remission","Mental and behavioural disorders",17,13,
"f1620","f","Hallucinogen dependence, uncomplicated","Mental and behavioural disorders",45,53,59
"f1690","f","Hallucinogen use, unspecified, uncomplicated","Mental and behavioural disorders",29,44,40
"f17200","f","Nicotine dependence, unspecified, uncomplicated","Mental and behavioural disorders",9362,8441,8393
"f17201","f","Nicotine dependence, unspecified, in remission","Mental and behavioural disorders",37,88,75
"f17203","f","Nicotine dependence unspecified, with withdrawal","Mental and behavioural disorders",69,62,46
"f17209","f","Nicotine dependence, unspecified, with unspecified nicotine-induced disorders","Mental and behavioural disorders",,46,69
"f17210","f","Nicotine dependence, cigarettes, uncomplicated","Mental and behavioural disorders",43868,42376,42028
"f17211","f","Nicotine dependence, cigarettes, in remission","Mental and behavioural disorders",117,83,92
"f17213","f","Nicotine dependence, cigarettes, with withdrawal","Mental and behavioural disorders",391,391,287
"f17218","f","Nicotine dependence, cigarettes, with other nicotine-induced disorders","Mental and behavioural disorders",18,35,14
"f17219","f","Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders","Mental and behavioural disorders",,21,19
"f17220","f","Nicotine dependence, chewing tobacco, uncomplicated","Mental and behavioural disorders",842,758,794
"f17290","f","Nicotine dependence, other tobacco product, uncomplicated","Mental and behavioural disorders",2131,2037,2348
"f17291","f","Nicotine dependence, other tobacco product, in remission","Mental and behavioural disorders",,19,
"f17293","f","Nicotine dependence, other tobacco product, with withdrawal","Mental and behavioural disorders",,11,
"f1810","f","Inhalant abuse, uncomplicated","Mental and behavioural disorders",29,30,36
"f1820","f","Inhalant dependence, uncomplicated","Mental and behavioural disorders",10,,
"f1910","f","Other psychoactive substance abuse, uncomplicated","Mental and behavioural disorders",1461,1389,1549
"f1911","f","Other psychoactive substance abuse, in remission","Mental and behavioural disorders",209,201,154
"f19129","f","Other psychoactive substance abuse with intoxication, unspecified","Mental and behavioural disorders",31,31,30
"f19139","f","Other psychoactive substance abuse with withdrawal, unspecified","Mental and behavioural disorders",,,10
"f1914","f","Other psychoactive substance abuse with psychoactive substance-induced mood disorder","Mental and behavioural disorders",35,27,49
"f19159","f","Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder, unspecified","Mental and behavioural disorders",11,14,15
"f1919","f","Other psychoactive substance abuse with unspecified psychoactive substance-induced disorder","Mental and behavioural disorders",28,20,32
"f1920","f","Other psychoactive substance dependence, uncomplicated","Mental and behavioural disorders",234,218,178
"f1921","f","Other psychoactive substance dependence, in remission","Mental and behavioural disorders",46,34,32
"f19230","f","Other psychoactive substance dependence with withdrawal, uncomplicated","Mental and behavioural disorders",11,10,10
"f19239","f","Other psychoactive substance dependence with withdrawal, unspecified","Mental and behavioural disorders",76,33,58
"f1924","f","Other psychoactive substance dependence with psychoactive substance-induced mood disorder","Mental and behavioural disorders",27,24,30
"f19259","f","Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder, unspecified","Mental and behavioural disorders",15,,
"f1990","f","Other psychoactive substance use, unspecified, uncomplicated","Mental and behavioural disorders",247,242,231
"f19921","f","Other psychoactive substance use, unspecified with intoxication with delirium","Mental and behavioural disorders",12,13,16
"f19939","f","Other psychoactive substance use, unspecified with withdrawal, unspecified","Mental and behavioural disorders",30,28,16
"f1994","f","Other psychoactive substance use, unspecified with psychoactive substance-induced mood disorder","Mental and behavioural disorders",116,134,191
"f19951","f","Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with hallucinations","Mental and behavioural disorders",11,,
"f19959","f","Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder, unspecified","Mental and behavioural disorders",41,47,41
"f1999","f","Other psychoactive substance use, unspecified with unspecified psychoactive substance-induced disorder","Mental and behavioural disorders",46,22,42
"f200","f","Paranoid schizophrenia","Mental and behavioural disorders",553,613,580
"f201","f","Disorganized schizophrenia","Mental and behavioural disorders",19,28,13
"f202","f","Catatonic schizophrenia","Mental and behavioural disorders",64,64,66
"f203","f","Undifferentiated schizophrenia","Mental and behavioural disorders",15,17,13
"f205","f","Residual schizophrenia","Mental and behavioural disorders",,10,
"f2081","f","Schizophreniform disorder","Mental and behavioural disorders",14,,10
"f2089","f","Other schizophrenia","Mental and behavioural disorders",35,15,19
"f209","f","Schizophrenia, unspecified","Mental and behavioural disorders",2707,2729,2897
"f21","f","Schizotypal disorder","Mental and behavioural disorders",14,14,17
"f22","f","Delusional disorders","Mental and behavioural disorders",619,551,598
"f23","f","Brief psychotic disorder","Mental and behavioural disorders",428,519,484
"f250","f","Schizoaffective disorder, bipolar type","Mental and behavioural disorders",1936,2179,2341
"f251","f","Schizoaffective disorder, depressive type","Mental and behavioural disorders",643,535,520
"f258","f","Other schizoaffective disorders","Mental and behavioural disorders",14,17,10
"f259","f","Schizoaffective disorder, unspecified","Mental and behavioural disorders",1950,1914,1928
"f28","f","Other psychotic disorder not due to a substance or known physiological condition","Mental and behavioural disorders",112,92,63
"f29","f","Unspecified psychosis not due to a substance or known physiological condition","Mental and behavioural disorders",3037,3259,3289
"f302","f","Manic episode, severe with psychotic symptoms","Mental and behavioural disorders",20,15,16
"f309","f","Manic episode, unspecified","Mental and behavioural disorders",50,31,37
"f310","f","Bipolar disorder, current episode hypomanic","Mental and behavioural disorders",24,29,27
"f3110","f","Bipolar disorder, current episode manic without psychotic features, unspecified","Mental and behavioural disorders",69,74,95
"f3111","f","Bipolar disorder, current episode manic without psychotic features, mild","Mental and behavioural disorders",,,12
"f3112","f","Bipolar disorder, current episode manic without psychotic features, moderate","Mental and behavioural disorders",46,30,38
"f3113","f","Bipolar disorder, current episode manic without psychotic features, severe","Mental and behavioural disorders",70,67,84
"f312","f","Bipolar disorder, current episode manic severe with psychotic features","Mental and behavioural disorders",324,387,489
"f3130","f","Bipolar disorder, current episode depressed, mild or moderate severity, unspecified","Mental and behavioural disorders",469,379,457
"f3131","f","Bipolar disorder, current episode depressed, mild","Mental and behavioural disorders",17,23,15
"f3132","f","Bipolar disorder, current episode depressed, moderate","Mental and behavioural disorders",115,94,78
"f314","f","Bipolar disorder, current episode depressed, severe, without psychotic features","Mental and behavioural disorders",688,652,622
"f315","f","Bipolar disorder, current episode depressed, severe, with psychotic features","Mental and behavioural disorders",554,498,456
"f3160","f","Bipolar disorder, current episode mixed, unspecified","Mental and behavioural disorders",238,207,159
"f3162","f","Bipolar disorder, current episode mixed, moderate","Mental and behavioural disorders",68,141,56
"f3163","f","Bipolar disorder, current episode mixed, severe, without psychotic features","Mental and behavioural disorders",168,151,289
"f3164","f","Bipolar disorder, current episode mixed, severe, with psychotic features","Mental and behavioural disorders",261,247,287
"f3170","f","Bipolar disorder, currently in remission, most recent episode unspecified","Mental and behavioural disorders",24,18,28
"f3181","f","Bipolar II disorder","Mental and behavioural disorders",523,548,588
"f3189","f","Other bipolar disorder","Mental and behavioural disorders",289,251,280
"f319","f","Bipolar disorder, unspecified","Mental and behavioural disorders",8021,7763,8055
"f320","f","Major depressive disorder, single episode, mild","Mental and behavioural disorders",75,96,92
"f321","f","Major depressive disorder, single episode, moderate","Mental and behavioural disorders",268,277,249
"f322","f","Major depressive disorder, single episode, severe without psychotic features","Mental and behavioural disorders",1727,1646,1569
"f323","f","Major depressive disorder, single episode, severe with psychotic features","Mental and behavioural disorders",547,497,486
"f324","f","Major depressive disorder, single episode, in partial remission","Mental and behavioural disorders",17,26,15
"f325","f","Major depressive disorder, single episode, in full remission","Mental and behavioural disorders",54,58,47
"f3281","f","Premenstrual dysphoric disorder","Mental and behavioural disorders",14,20,21
"f3289","f","Other specified depressive episodes","Mental and behavioural disorders",716,704,550
"f329","f","Major depressive disorder, single episode, unspecified","Mental and behavioural disorders",36813,33103,35147
"f330","f","Major depressive disorder, recurrent, mild","Mental and behavioural disorders",193,203,209
"f331","f","Major depressive disorder, recurrent, moderate","Mental and behavioural disorders",1291,1243,1118
"f332","f","Major depressive disorder, recurrent severe without psychotic features","Mental and behavioural disorders",6260,6225,6930
"f333","f","Major depressive disorder, recurrent, severe with psychotic symptoms","Mental and behavioural disorders",1935,1912,2068
"f3340","f","Major depressive disorder, recurrent, in remission, unspecified","Mental and behavioural disorders",51,43,29
"f3341","f","Major depressive disorder, recurrent, in partial remission","Mental and behavioural disorders",129,97,82
"f3342","f","Major depressive disorder, recurrent, in full remission","Mental and behavioural disorders",27,46,28
"f338","f","Other recurrent depressive disorders","Mental and behavioural disorders",45,56,64
"f339","f","Major depressive disorder, recurrent, unspecified","Mental and behavioural disorders",2152,1849,1710
"f340","f","Cyclothymic disorder","Mental and behavioural disorders",10,10,10
"f341","f","Dysthymic disorder","Mental and behavioural disorders",230,182,166
"f3481","f","Disruptive mood dysregulation disorder","Mental and behavioural disorders",699,878,965
"f3489","f","Other specified persistent mood disorders","Mental and behavioural disorders",31,34,15
"f349","f","Persistent mood [affective] disorder, unspecified","Mental and behavioural disorders",32,20,16
"f39","f","Unspecified mood [affective] disorder","Mental and behavioural disorders",2601,2524,2506
"f4000","f","Agoraphobia, unspecified","Mental and behavioural disorders",56,57,59
"f4001","f","Agoraphobia with panic disorder","Mental and behavioural disorders",73,65,62
"f4010","f","Social phobia, unspecified","Mental and behavioural disorders",191,164,177
"f4011","f","Social phobia, generalized","Mental and behavioural disorders",15,12,
"f40240","f","Claustrophobia","Mental and behavioural disorders",706,571,647
"f410","f","Panic disorder [episodic paroxysmal anxiety]","Mental and behavioural disorders",2366,1949,2369
"f411","f","Generalized anxiety disorder","Mental and behavioural disorders",4852,4454,5073
"f413","f","Other mixed anxiety disorders","Mental and behavioural disorders",34,19,10
"f418","f","Other specified anxiety disorders","Mental and behavioural disorders",3563,3167,3499
"f419","f","Anxiety disorder, unspecified","Mental and behavioural disorders",37170,34708,37785
"f423","f","Hoarding disorder","Mental and behavioural disorders",21,,17
"f424","f","Excoriation (skin-picking) disorder","Mental and behavioural disorders",28,29,37
"f428","f","Other obsessive-compulsive disorder","Mental and behavioural disorders",42,14,13
"f429","f","Obsessive-compulsive disorder, unspecified","Mental and behavioural disorders",725,741,708
"f430","f","Acute stress reaction","Mental and behavioural disorders",123,114,150
"f4310","f","Post-traumatic stress disorder, unspecified","Mental and behavioural disorders",7555,6553,7385
"f4311","f","Post-traumatic stress disorder, acute","Mental and behavioural disorders",108,74,92
"f4312","f","Post-traumatic stress disorder, chronic","Mental and behavioural disorders",1339,1386,1354
"f4320","f","Adjustment disorder, unspecified","Mental and behavioural disorders",468,479,464
"f4321","f","Adjustment disorder with depressed mood","Mental and behavioural disorders",674,715,758
"f4322","f","Adjustment disorder with anxiety","Mental and behavioural disorders",367,332,381
"f4323","f","Adjustment disorder with mixed anxiety and depressed mood","Mental and behavioural disorders",583,648,633
"f4324","f","Adjustment disorder with disturbance of conduct","Mental and behavioural disorders",28,21,48
"f4325","f","Adjustment disorder with mixed disturbance of emotions and conduct","Mental and behavioural disorders",223,239,217
"f4329","f","Adjustment disorder with other symptoms","Mental and behavioural disorders",45,46,50
"f438","f","Other reactions to severe stress","Mental and behavioural disorders",22,22,42
"f439","f","Reaction to severe stress, unspecified","Mental and behavioural disorders",162,111,117
"f444","f","Conversion disorder with motor symptom or deficit","Mental and behavioural disorders",66,68,54
"f445","f","Conversion disorder with seizures or convulsions","Mental and behavioural disorders",201,142,175
"f4481","f","Dissociative identity disorder","Mental and behavioural disorders",73,71,72
