Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202
k315,k,Obstruction of duodenum,Diseases of the digestive system,227.0,208.0,262.0
k3184,k,Gastroparesis,Diseases of the digestive system,2597.0,2393.0,2302.0
k3189,k,Other diseases of stomach and duodenum,Diseases of the digestive system,1688.0,1563.0,1920.0
k4000,k,"Bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",Diseases of the digestive system,,11.0,
k50013,k,Crohn's disease of small intestine with fistula,Diseases of the digestive system,13.0,12.0,21.0
k50014,k,Crohn's disease of small intestine with abscess,Diseases of the digestive system,,13.0,11.0
k50113,k,Crohn's disease of large intestine with fistula,Diseases of the digestive system,15.0,19.0,12.0
k50114,k,Crohn's disease of large intestine with abscess,Diseases of the digestive system,11.0,18.0,11.0
k50912,k,"Crohn's disease, unspecified, with intestinal obstruction",Diseases of the digestive system,16.0,22.0,22.0
k50913,k,"Crohn's disease, unspecified, with fistula",Diseases of the digestive system,30.0,26.0,22.0
k50914,k,"Crohn's disease, unspecified, with abscess",Diseases of the digestive system,13.0,13.0,15.0
k521,k,Toxic gastroenteritis and colitis,Diseases of the digestive system,706.0,611.0,596.0
k5730,k,Diverticulosis of large intestine without perforation or abscess without bleeding,Diseases of the digestive system,2830.0,2637.0,2448.0
k5901,k,Slow transit constipation,Diseases of the digestive system,210.0,204.0,202.0
k5903,k,Drug induced constipation,Diseases of the digestive system,1652.0,1438.0,1475.0
k592,k,"Neurogenic bowel, not elsewhere classified",Diseases of the digestive system,485.0,455.0,458.0
k624,k,Stenosis of anus and rectum,Diseases of the digestive system,68.0,47.0,50.0
k635,k,Polyp of colon,Diseases of the digestive system,805.0,792.0,812.0
k644,k,Residual hemorrhoidal skin tags,Diseases of the digestive system,696.0,653.0,675.0
k648,k,Other hemorrhoids,Diseases of the digestive system,1572.0,1310.0,1378.0
k652,k,Spontaneous bacterial peritonitis,Diseases of the digestive system,523.0,506.0,571.0
k6812,k,Psoas muscle abscess,Diseases of the digestive system,159.0,230.0,192.0
k7011,k,Alcoholic hepatitis with ascites,Diseases of the digestive system,394.0,389.0,657.0
k7030,k,Alcoholic cirrhosis of liver without ascites,Diseases of the digestive system,2193.0,2149.0,2301.0
k7031,k,Alcoholic cirrhosis of liver with ascites,Diseases of the digestive system,1900.0,1873.0,2288.0
k7040,k,Alcoholic hepatic failure without coma,Diseases of the digestive system,562.0,532.0,652.0
k7200,k,Acute and subacute hepatic failure without coma,Diseases of the digestive system,2068.0,2124.0,2391.0
k7290,k,"Hepatic failure, unspecified without coma",Diseases of the digestive system,2315.0,2269.0,2392.0
k745,k,"Biliary cirrhosis, unspecified",Diseases of the digestive system,26.0,21.0,17.0
k7460,k,Unspecified cirrhosis of liver,Diseases of the digestive system,4574.0,4435.0,4600.0
k7469,k,Other cirrhosis of liver,Diseases of the digestive system,821.0,726.0,647.0
k7581,k,Nonalcoholic steatohepatitis (NASH),Diseases of the digestive system,1531.0,1374.0,1565.0
k766,k,Portal hypertension,Diseases of the digestive system,3905.0,3544.0,4173.0
k767,k,Hepatorenal syndrome,Diseases of the digestive system,607.0,682.0,883.0
k8000,k,Calculus of gallbladder with acute cholecystitis without obstruction,Diseases of the digestive system,1072.0,922.0,931.0
k810,k,Acute cholecystitis,Diseases of the digestive system,749.0,743.0,743.0
k82a1,k,Gangrene of gallbladder in cholecystitis,Diseases of the digestive system,408.0,375.0,363.0
k8309,k,Other cholangitis,Diseases of the digestive system,559.0,479.0,472.0
k831,k,Obstruction of bile duct,Diseases of the digestive system,1481.0,1441.0,1497.0
k8590,k,"Acute pancreatitis without necrosis or infection, unspecified",Diseases of the digestive system,2518.0,2404.0,2572.0
k861,k,Other chronic pancreatitis,Diseases of the digestive system,1600.0,1593.0,1672.0
k8681,k,Exocrine pancreatic insufficiency,Diseases of the digestive system,464.0,380.0,370.0
k91858,k,Other complications of intestinal pouch,Diseases of the digestive system,,13.0,13.0
l0201,l,Cutaneous abscess of face,Diseases of the skin and subcutaneous tissue,316.0,234.0,238.0
l0211,l,Cutaneous abscess of neck,Diseases of the skin and subcutaneous tissue,277.0,273.0,254.0
l02211,l,Cutaneous abscess of abdominal wall,Diseases of the skin and subcutaneous tissue,734.0,590.0,600.0
l02212,l,"Cutaneous abscess of back [any part, except buttock]",Diseases of the skin and subcutaneous tissue,188.0,158.0,181.0
l02213,l,Cutaneous abscess of chest wall,Diseases of the skin and subcutaneous tissue,150.0,157.0,149.0
l02214,l,Cutaneous abscess of groin,Diseases of the skin and subcutaneous tissue,286.0,259.0,285.0
l02215,l,Cutaneous abscess of perineum,Diseases of the skin and subcutaneous tissue,214.0,147.0,165.0
l0231,l,Cutaneous abscess of buttock,Diseases of the skin and subcutaneous tissue,563.0,465.0,490.0
l02411,l,Cutaneous abscess of right axilla,Diseases of the skin and subcutaneous tissue,74.0,46.0,58.0
l02412,l,Cutaneous abscess of left axilla,Diseases of the skin and subcutaneous tissue,78.0,46.0,61.0
l02413,l,Cutaneous abscess of right upper limb,Diseases of the skin and subcutaneous tissue,491.0,381.0,364.0
l02414,l,Cutaneous abscess of left upper limb,Diseases of the skin and subcutaneous tissue,546.0,415.0,366.0
l02511,l,Cutaneous abscess of right hand,Diseases of the skin and subcutaneous tissue,319.0,345.0,280.0
l02512,l,Cutaneous abscess of left hand,Diseases of the skin and subcutaneous tissue,238.0,227.0,207.0
l02612,l,Cutaneous abscess of left foot,Diseases of the skin and subcutaneous tissue,509.0,448.0,474.0
l02811,l,"Cutaneous abscess of head [any part, except face]",Diseases of the skin and subcutaneous tissue,82.0,69.0,72.0
l03011,l,Cellulitis of right finger,Diseases of the skin and subcutaneous tissue,328.0,282.0,258.0
l03012,l,Cellulitis of left finger,Diseases of the skin and subcutaneous tissue,218.0,227.0,200.0
l03111,l,Cellulitis of right axilla,Diseases of the skin and subcutaneous tissue,31.0,30.0,37.0
l03112,l,Cellulitis of left axilla,Diseases of the skin and subcutaneous tissue,58.0,31.0,36.0
l03113,l,Cellulitis of right upper limb,Diseases of the skin and subcutaneous tissue,1432.0,1212.0,1153.0
l03114,l,Cellulitis of left upper limb,Diseases of the skin and subcutaneous tissue,1416.0,1108.0,1082.0
l03115,l,Cellulitis of right lower limb,Diseases of the skin and subcutaneous tissue,6346.0,5833.0,5722.0
l03116,l,Cellulitis of left lower limb,Diseases of the skin and subcutaneous tissue,6338.0,5778.0,5466.0
l03211,l,Cellulitis of face,Diseases of the skin and subcutaneous tissue,804.0,664.0,586.0
l03221,l,Cellulitis of neck,Diseases of the skin and subcutaneous tissue,251.0,234.0,223.0
l03311,l,Cellulitis of abdominal wall,Diseases of the skin and subcutaneous tissue,1076.0,866.0,891.0
l03312,l,Cellulitis of back [any part except buttock],Diseases of the skin and subcutaneous tissue,171.0,139.0,170.0
l03313,l,Cellulitis of chest wall,Diseases of the skin and subcutaneous tissue,316.0,260.0,240.0
l03314,l,Cellulitis of groin,Diseases of the skin and subcutaneous tissue,251.0,202.0,215.0
l03315,l,Cellulitis of perineum,Diseases of the skin and subcutaneous tissue,115.0,92.0,101.0
l03317,l,Cellulitis of buttock,Diseases of the skin and subcutaneous tissue,403.0,346.0,357.0
l03811,l,"Cellulitis of head [any part, except face]",Diseases of the skin and subcutaneous tissue,75.0,56.0,66.0
l22,l,Diaper dermatitis,Diseases of the skin and subcutaneous tissue,538.0,486.0,512.0
l233,l,Allergic contact dermatitis due to drugs in contact with skin,Diseases of the skin and subcutaneous tissue,16.0,13.0,
l270,l,Generalized skin eruption due to drugs and medicaments taken internally,Diseases of the skin and subcutaneous tissue,488.0,441.0,433.0
l89154,l,"Pressure ulcer of sacral region, stage 4",Diseases of the skin and subcutaneous tissue,718.0,666.0,864.0
l89156,l,Pressure-induced deep tissue damage of sacral region,Diseases of the skin and subcutaneous tissue,67.0,299.0,359.0
l89210,l,"Pressure ulcer of right hip, unstageable",Diseases of the skin and subcutaneous tissue,42.0,23.0,31.0
l89212,l,"Pressure ulcer of right hip, stage 2",Diseases of the skin and subcutaneous tissue,21.0,20.0,31.0
l89213,l,"Pressure ulcer of right hip, stage 3",Diseases of the skin and subcutaneous tissue,36.0,38.0,63.0
l89214,l,"Pressure ulcer of right hip, stage 4",Diseases of the skin and subcutaneous tissue,54.0,63.0,56.0
l89216,l,Pressure-induced deep tissue damage of right hip,Diseases of the skin and subcutaneous tissue,13.0,16.0,16.0
l89219,l,"Pressure ulcer of right hip, unspecified stage",Diseases of the skin and subcutaneous tissue,32.0,33.0,36.0
l89220,l,"Pressure ulcer of left hip, unstageable",Diseases of the skin and subcutaneous tissue,22.0,26.0,29.0
l89222,l,"Pressure ulcer of left hip, stage 2",Diseases of the skin and subcutaneous tissue,24.0,24.0,31.0
l89223,l,"Pressure ulcer of left hip, stage 3",Diseases of the skin and subcutaneous tissue,36.0,29.0,40.0
l89224,l,"Pressure ulcer of left hip, stage 4",Diseases of the skin and subcutaneous tissue,68.0,64.0,73.0
l89226,l,Pressure-induced deep tissue damage of left hip,Diseases of the skin and subcutaneous tissue,,18.0,25.0
l89229,l,"Pressure ulcer of left hip, unspecified stage",Diseases of the skin and subcutaneous tissue,38.0,31.0,26.0
l89310,l,"Pressure ulcer of right buttock, unstageable",Diseases of the skin and subcutaneous tissue,96.0,84.0,84.0
l89311,l,"Pressure ulcer of right buttock, stage 1",Diseases of the skin and subcutaneous tissue,83.0,66.0,71.0
l89312,l,"Pressure ulcer of right buttock, stage 2",Diseases of the skin and subcutaneous tissue,243.0,236.0,230.0
l89313,l,"Pressure ulcer of right buttock, stage 3",Diseases of the skin and subcutaneous tissue,178.0,188.0,212.0
l89314,l,"Pressure ulcer of right buttock, stage 4",Diseases of the skin and subcutaneous tissue,141.0,132.0,138.0
l89316,l,Pressure-induced deep tissue damage of right buttock,Diseases of the skin and subcutaneous tissue,18.0,85.0,91.0
l89319,l,"Pressure ulcer of right buttock, unspecified stage",Diseases of the skin and subcutaneous tissue,115.0,98.0,92.0
l89320,l,"Pressure ulcer of left buttock, unstageable",Diseases of the skin and subcutaneous tissue,98.0,74.0,83.0
l89321,l,"Pressure ulcer of left buttock, stage 1",Diseases of the skin and subcutaneous tissue,68.0,67.0,68.0
l89322,l,"Pressure ulcer of left buttock, stage 2",Diseases of the skin and subcutaneous tissue,254.0,265.0,233.0
l89323,l,"Pressure ulcer of left buttock, stage 3",Diseases of the skin and subcutaneous tissue,170.0,185.0,208.0
l89324,l,"Pressure ulcer of left buttock, stage 4",Diseases of the skin and subcutaneous tissue,139.0,118.0,154.0
l89326,l,Pressure-induced deep tissue damage of left buttock,Diseases of the skin and subcutaneous tissue,18.0,87.0,100.0
l89329,l,"Pressure ulcer of left buttock, unspecified stage",Diseases of the skin and subcutaneous tissue,125.0,99.0,109.0
l89510,l,"Pressure ulcer of right ankle, unstageable",Diseases of the skin and subcutaneous tissue,21.0,22.0,35.0
l89512,l,"Pressure ulcer of right ankle, stage 2",Diseases of the skin and subcutaneous tissue,10.0,12.0,
l89514,l,"Pressure ulcer of right ankle, stage 4",Diseases of the skin and subcutaneous tissue,,16.0,10.0
l89516,l,Pressure-induced deep tissue damage of right ankle,Diseases of the skin and subcutaneous tissue,,13.0,24.0
l89519,l,"Pressure ulcer of right ankle, unspecified stage",Diseases of the skin and subcutaneous tissue,31.0,22.0,16.0
l89520,l,"Pressure ulcer of left ankle, unstageable",Diseases of the skin and subcutaneous tissue,25.0,20.0,21.0
l89522,l,"Pressure ulcer of left ankle, stage 2",Diseases of the skin and subcutaneous tissue,12.0,14.0,10.0
l89526,l,Pressure-induced deep tissue damage of left ankle,Diseases of the skin and subcutaneous tissue,,11.0,25.0
l89529,l,"Pressure ulcer of left ankle, unspecified stage",Diseases of the skin and subcutaneous tissue,25.0,19.0,19.0
l89610,l,"Pressure ulcer of right heel, unstageable",Diseases of the skin and subcutaneous tissue,177.0,147.0,134.0
l89611,l,"Pressure ulcer of right heel, stage 1",Diseases of the skin and subcutaneous tissue,68.0,68.0,87.0
l89612,l,"Pressure ulcer of right heel, stage 2",Diseases of the skin and subcutaneous tissue,67.0,60.0,60.0
l89613,l,"Pressure ulcer of right heel, stage 3",Diseases of the skin and subcutaneous tissue,78.0,71.0,57.0
l89614,l,"Pressure ulcer of right heel, stage 4",Diseases of the skin and subcutaneous tissue,30.0,30.0,24.0
l89616,l,Pressure-induced deep tissue damage of right heel,Diseases of the skin and subcutaneous tissue,27.0,139.0,184.0
l89619,l,"Pressure ulcer of right heel, unspecified stage",Diseases of the skin and subcutaneous tissue,128.0,120.0,112.0
l89620,l,"Pressure ulcer of left heel, unstageable",Diseases of the skin and subcutaneous tissue,179.0,158.0,146.0
l89621,l,"Pressure ulcer of left heel, stage 1",Diseases of the skin and subcutaneous tissue,72.0,76.0,99.0
l89622,l,"Pressure ulcer of left heel, stage 2",Diseases of the skin and subcutaneous tissue,72.0,65.0,67.0
l89623,l,"Pressure ulcer of left heel, stage 3",Diseases of the skin and subcutaneous tissue,79.0,71.0,47.0
l89624,l,"Pressure ulcer of left heel, stage 4",Diseases of the skin and subcutaneous tissue,41.0,28.0,19.0
l89626,l,Pressure-induced deep tissue damage of left heel,Diseases of the skin and subcutaneous tissue,37.0,143.0,230.0
l89629,l,"Pressure ulcer of left heel, unspecified stage",Diseases of the skin and subcutaneous tissue,134.0,117.0,105.0
l89896,l,Pressure-induced deep tissue damage of other site,Diseases of the skin and subcutaneous tissue,24.0,90.0,119.0
l910,l,Hypertrophic scar,Diseases of the skin and subcutaneous tissue,90.0,89.0,87.0
l97211,l,Non-pressure chronic ulcer of right calf limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,27.0,26.0,17.0
l97212,l,Non-pressure chronic ulcer of right calf with fat layer exposed,Diseases of the skin and subcutaneous tissue,20.0,16.0,
l97218,l,Non-pressure chronic ulcer of right calf with other specified severity,Diseases of the skin and subcutaneous tissue,,11.0,
l97219,l,Non-pressure chronic ulcer of right calf with unspecified severity,Diseases of the skin and subcutaneous tissue,92.0,78.0,78.0
l97221,l,Non-pressure chronic ulcer of left calf limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,23.0,21.0,15.0
l97222,l,Non-pressure chronic ulcer of left calf with fat layer exposed,Diseases of the skin and subcutaneous tissue,14.0,25.0,16.0
l97228,l,Non-pressure chronic ulcer of left calf with other specified severity,Diseases of the skin and subcutaneous tissue,,11.0,
l97229,l,Non-pressure chronic ulcer of left calf with unspecified severity,Diseases of the skin and subcutaneous tissue,88.0,80.0,72.0
l97311,l,Non-pressure chronic ulcer of right ankle limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,34.0,20.0,23.0
l97318,l,Non-pressure chronic ulcer of right ankle with other specified severity,Diseases of the skin and subcutaneous tissue,,14.0,13.0
l97321,l,Non-pressure chronic ulcer of left ankle limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,15.0,14.0,24.0
l97328,l,Non-pressure chronic ulcer of left ankle with other specified severity,Diseases of the skin and subcutaneous tissue,14.0,13.0,11.0
l97419,l,Non-pressure chronic ulcer of right heel and midfoot with unspecified severity,Diseases of the skin and subcutaneous tissue,319.0,341.0,317.0
l97426,l,Non-pressure chronic ulcer of left heel and midfoot with bone involvement without evidence of necrosis,Diseases of the skin and subcutaneous tissue,24.0,19.0,30.0
l97429,l,Non-pressure chronic ulcer of left heel and midfoot with unspecified severity,Diseases of the skin and subcutaneous tissue,344.0,326.0,354.0
l97511,l,Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,119.0,100.0,96.0
l97518,l,Non-pressure chronic ulcer of other part of right foot with other specified severity,Diseases of the skin and subcutaneous tissue,158.0,144.0,114.0
l97519,l,Non-pressure chronic ulcer of other part of right foot with unspecified severity,Diseases of the skin and subcutaneous tissue,1792.0,1569.0,1622.0
l97521,l,Non-pressure chronic ulcer of other part of left foot limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,124.0,93.0,91.0
l97528,l,Non-pressure chronic ulcer of other part of left foot with other specified severity,Diseases of the skin and subcutaneous tissue,118.0,141.0,98.0
l97529,l,Non-pressure chronic ulcer of other part of left foot with unspecified severity,Diseases of the skin and subcutaneous tissue,1735.0,1465.0,1461.0
l97811,l,Non-pressure chronic ulcer of other part of right lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,56.0,37.0,42.0
l97812,l,Non-pressure chronic ulcer of other part of right lower leg with fat layer exposed,Diseases of the skin and subcutaneous tissue,26.0,22.0,10.0
l97818,l,Non-pressure chronic ulcer of other part of right lower leg with other specified severity,Diseases of the skin and subcutaneous tissue,39.0,34.0,29.0
l97819,l,Non-pressure chronic ulcer of other part of right lower leg with unspecified severity,Diseases of the skin and subcutaneous tissue,211.0,223.0,214.0
l97821,l,Non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,52.0,39.0,48.0
l97822,l,Non-pressure chronic ulcer of other part of left lower leg with fat layer exposed,Diseases of the skin and subcutaneous tissue,29.0,21.0,12.0
l97828,l,Non-pressure chronic ulcer of other part of left lower leg with other specified severity,Diseases of the skin and subcutaneous tissue,37.0,34.0,35.0
l97829,l,Non-pressure chronic ulcer of other part of left lower leg with unspecified severity,Diseases of the skin and subcutaneous tissue,218.0,193.0,208.0
l97909,l,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity,Diseases of the skin and subcutaneous tissue,112.0,107.0,93.0
l97911,l,Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,42.0,41.0,53.0
l97919,l,Non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity,Diseases of the skin and subcutaneous tissue,502.0,462.0,470.0
l97921,l,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,Diseases of the skin and subcutaneous tissue,53.0,42.0,51.0
l97929,l,Non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity,Diseases of the skin and subcutaneous tissue,555.0,487.0,498.0
m00061,m,"Staphylococcal arthritis, right knee",Diseases of the musculoskeletal system and connective tissue,76.0,58.0,80.0
m00062,m,"Staphylococcal arthritis, left knee",Diseases of the musculoskeletal system and connective tissue,58.0,60.0,61.0
m00071,m,"Staphylococcal arthritis, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,23.0,22.0,22.0
m00271,m,"Other streptococcal arthritis, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,,11.0,
m00871,m,"Arthritis due to other bacteria, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,38.0,25.0,18.0
m06841,m,"Other specified rheumatoid arthritis, right hand",Diseases of the musculoskeletal system and connective tissue,12.0,15.0,
m06842,m,"Other specified rheumatoid arthritis, left hand",Diseases of the musculoskeletal system and connective tissue,,14.0,
m10061,m,"Idiopathic gout, right knee",Diseases of the musculoskeletal system and connective tissue,20.0,17.0,16.0
m10062,m,"Idiopathic gout, left knee",Diseases of the musculoskeletal system and connective tissue,14.0,21.0,12.0
m10071,m,"Idiopathic gout, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,36.0,27.0,25.0
m10072,m,"Idiopathic gout, left ankle and foot",Diseases of the musculoskeletal system and connective tissue,28.0,27.0,21.0
m13841,m,"Other specified arthritis, right hand",Diseases of the musculoskeletal system and connective tissue,,11.0,
m13842,m,"Other specified arthritis, left hand",Diseases of the musculoskeletal system and connective tissue,,10.0,
m1388,m,"Other specified arthritis, other site",Diseases of the musculoskeletal system and connective tissue,,11.0,
m14671,m,"Charcot's joint, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,25.0,31.0,25.0
m14672,m,"Charcot's joint, left ankle and foot",Diseases of the musculoskeletal system and connective tissue,28.0,29.0,20.0
m19011,m,"Primary osteoarthritis, right shoulder",Diseases of the musculoskeletal system and connective tissue,1006.0,850.0,930.0
m19012,m,"Primary osteoarthritis, left shoulder",Diseases of the musculoskeletal system and connective tissue,867.0,683.0,792.0
m19031,m,"Primary osteoarthritis, right wrist",Diseases of the musculoskeletal system and connective tissue,56.0,37.0,48.0
m19032,m,"Primary osteoarthritis, left wrist",Diseases of the musculoskeletal system and connective tissue,44.0,41.0,45.0
m19041,m,"Primary osteoarthritis, right hand",Diseases of the musculoskeletal system and connective tissue,246.0,223.0,204.0
m19042,m,"Primary osteoarthritis, left hand",Diseases of the musculoskeletal system and connective tissue,229.0,218.0,205.0
m19071,m,"Primary osteoarthritis, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,197.0,180.0,166.0
m19072,m,"Primary osteoarthritis, left ankle and foot",Diseases of the musculoskeletal system and connective tissue,165.0,142.0,128.0
m19171,m,"Post-traumatic osteoarthritis, right ankle and foot",Diseases of the musculoskeletal system and connective tissue,24.0,24.0,26.0
m19172,m,"Post-traumatic osteoarthritis, left ankle and foot",Diseases of the musculoskeletal system and connective tissue,28.0,13.0,17.0
m2011,m,"Hallux valgus (acquired), right foot",Diseases of the musculoskeletal system and connective tissue,32.0,15.0,14.0
m2012,m,"Hallux valgus (acquired), left foot",Diseases of the musculoskeletal system and connective tissue,19.0,21.0,13.0
m2041,m,"Other hammer toe(s) (acquired), right foot",Diseases of the musculoskeletal system and connective tissue,53.0,61.0,46.0
m2042,m,"Other hammer toe(s) (acquired), left foot",Diseases of the musculoskeletal system and connective tissue,56.0,46.0,43.0
m21071,m,"Valgus deformity, not elsewhere classified, right ankle",Diseases of the musculoskeletal system and connective tissue,12.0,15.0,11.0
m21161,m,"Varus deformity, not elsewhere classified, right knee",Diseases of the musculoskeletal system and connective tissue,116.0,71.0,75.0
m21162,m,"Varus deformity, not elsewhere classified, left knee",Diseases of the musculoskeletal system and connective tissue,126.0,86.0,73.0
m21332,m,"Wrist drop, left wrist",Diseases of the musculoskeletal system and connective tissue,25.0,31.0,27.0
m21371,m,"Foot drop, right foot",Diseases of the musculoskeletal system and connective tissue,558.0,530.0,535.0
m21372,m,"Foot drop, left foot",Diseases of the musculoskeletal system and connective tissue,565.0,546.0,556.0
m2141,m,"Flat foot [pes planus] (acquired), right foot",Diseases of the musculoskeletal system and connective tissue,18.0,17.0,21.0
m2142,m,"Flat foot [pes planus] (acquired), left foot",Diseases of the musculoskeletal system and connective tissue,15.0,15.0,25.0
m21861,m,Other specified acquired deformities of right lower leg,Diseases of the musculoskeletal system and connective tissue,,19.0,
m21862,m,Other specified acquired deformities of left lower leg,Diseases of the musculoskeletal system and connective tissue,,11.0,12.0
m21961,m,Unspecified acquired deformity of right lower leg,Diseases of the musculoskeletal system and connective tissue,20.0,21.0,20.0
m21962,m,Unspecified acquired deformity of left lower leg,Diseases of the musculoskeletal system and connective tissue,25.0,26.0,19.0
m24451,m,"Recurrent dislocation, right hip",Diseases of the musculoskeletal system and connective tissue,22.0,18.0,16.0
m24452,m,"Recurrent dislocation, left hip",Diseases of the musculoskeletal system and connective tissue,17.0,16.0,19.0
m24541,m,"Contracture, right hand",Diseases of the musculoskeletal system and connective tissue,49.0,33.0,36.0
m24542,m,"Contracture, left hand",Diseases of the musculoskeletal system and connective tissue,44.0,35.0,40.0
m24551,m,"Contracture, right hip",Diseases of the musculoskeletal system and connective tissue,44.0,21.0,25.0
m24552,m,"Contracture, left hip",Diseases of the musculoskeletal system and connective tissue,43.0,16.0,19.0
m24561,m,"Contracture, right knee",Diseases of the musculoskeletal system and connective tissue,87.0,84.0,69.0
m24562,m,"Contracture, left knee",Diseases of the musculoskeletal system and connective tissue,107.0,69.0,65.0
m24571,m,"Contracture, right ankle",Diseases of the musculoskeletal system and connective tissue,28.0,22.0,23.0
m24572,m,"Contracture, left ankle",Diseases of the musculoskeletal system and connective tissue,26.0,26.0,27.0
m24574,m,"Contracture, right foot",Diseases of the musculoskeletal system and connective tissue,,11.0,
m24575,m,"Contracture, left foot",Diseases of the musculoskeletal system and connective tissue,12.0,14.0,
m24611,m,"Ankylosis, right shoulder",Diseases of the musculoskeletal system and connective tissue,,15.0,
m25371,m,"Other instability, right ankle",Diseases of the musculoskeletal system and connective tissue,13.0,12.0,20.0
m25372,m,"Other instability, left ankle",Diseases of the musculoskeletal system and connective tissue,17.0,15.0,12.0
m25451,m,"Effusion, right hip",Diseases of the musculoskeletal system and connective tissue,29.0,33.0,32.0
m25452,m,"Effusion, left hip",Diseases of the musculoskeletal system and connective tissue,29.0,29.0,28.0
m25471,m,"Effusion, right ankle",Diseases of the musculoskeletal system and connective tissue,40.0,41.0,34.0
m25472,m,"Effusion, left ankle",Diseases of the musculoskeletal system and connective tissue,41.0,51.0,37.0
m25511,m,Pain in right shoulder,Diseases of the musculoskeletal system and connective tissue,920.0,913.0,824.0
m25512,m,Pain in left shoulder,Diseases of the musculoskeletal system and connective tissue,878.0,747.0,807.0
m25541,m,Pain in joints of right hand,Diseases of the musculoskeletal system and connective tissue,28.0,19.0,27.0
m25542,m,Pain in joints of left hand,Diseases of the musculoskeletal system and connective tissue,16.0,14.0,23.0
m25551,m,Pain in right hip,Diseases of the musculoskeletal system and connective tissue,1193.0,1131.0,1040.0
m25552,m,Pain in left hip,Diseases of the musculoskeletal system and connective tissue,1098.0,991.0,971.0
m25561,m,Pain in right knee,Diseases of the musculoskeletal system and connective tissue,1014.0,871.0,838.0
m25562,m,Pain in left knee,Diseases of the musculoskeletal system and connective tissue,936.0,781.0,741.0
m25611,m,"Stiffness of right shoulder, not elsewhere classified",Diseases of the musculoskeletal system and connective tissue,15.0,14.0,18.0
m2602,m,Maxillary hypoplasia,Diseases of the musculoskeletal system and connective tissue,33.0,28.0,30.0
m2603,m,Mandibular hyperplasia,Diseases of the musculoskeletal system and connective tissue,17.0,10.0,
m2604,m,Mandibular hypoplasia,Diseases of the musculoskeletal system and connective tissue,18.0,12.0,17.0
m264,m,"Malocclusion, unspecified",Diseases of the musculoskeletal system and connective tissue,58.0,48.0,57.0
m272,m,Inflammatory conditions of jaws,Diseases of the musculoskeletal system and connective tissue,199.0,170.0,180.0
m300,m,Polyarteritis nodosa,Diseases of the musculoskeletal system and connective tissue,29.0,39.0,23.0
m311,m,Thrombotic microangiopathy,Diseases of the musculoskeletal system and connective tissue,97.0,116.0,162.0
m3130,m,Wegener's granulomatosis without renal involvement,Diseases of the musculoskeletal system and connective tissue,98.0,102.0,91.0
m3131,m,Wegener's granulomatosis with renal involvement,Diseases of the musculoskeletal system and connective tissue,53.0,44.0,48.0
m3481,m,Systemic sclerosis with lung involvement,Diseases of the musculoskeletal system and connective tissue,22.0,18.0,16.0
m3489,m,Other systemic sclerosis,Diseases of the musculoskeletal system and connective tissue,11.0,11.0,10.0
m349,m,"Systemic sclerosis, unspecified",Diseases of the musculoskeletal system and connective tissue,273.0,227.0,215.0
m4140,m,"Neuromuscular scoliosis, site unspecified",Diseases of the musculoskeletal system and connective tissue,94.0,57.0,75.0
m4316,m,"Spondylolisthesis, lumbar region",Diseases of the musculoskeletal system and connective tissue,1730.0,1472.0,1565.0
m4317,m,"Spondylolisthesis, lumbosacral region",Diseases of the musculoskeletal system and connective tissue,384.0,362.0,387.0
m4319,m,"Spondylolisthesis, multiple sites in spine",Diseases of the musculoskeletal system and connective tissue,18.0,11.0,10.0
m4622,m,"Osteomyelitis of vertebra, cervical region",Diseases of the musculoskeletal system and connective tissue,83.0,62.0,87.0
m4624,m,"Osteomyelitis of vertebra, thoracic region",Diseases of the musculoskeletal system and connective tissue,157.0,155.0,165.0
m4625,m,"Osteomyelitis of vertebra, thoracolumbar region",Diseases of the musculoskeletal system and connective tissue,33.0,18.0,14.0
m4626,m,"Osteomyelitis of vertebra, lumbar region",Diseases of the musculoskeletal system and connective tissue,273.0,280.0,271.0
m4627,m,"Osteomyelitis of vertebra, lumbosacral region",Diseases of the musculoskeletal system and connective tissue,51.0,56.0,73.0
